"id","name","rule_ids:id"
estructura_salario_adc,Estructura Salario AdC,"salary_rule_salario_base,salary_rule_anciennete,salary_rule_dimanche,salary_rule_heures_supplementaires,salary_rule_heures_nuit,salary_rule_prime_poste,salary_rule_prime_velo,salary_rule_transport_omit"

